"video_id","left__video_id","left__talent_name","left__talent_profile","left__model","left__confidence","left__title_raw","left__content_type","left__published_at","left__topic","left__format","left__language","left__is_music","left__tags","left__taxonomy_version","left__prompt_version","left__created_at","left__title_hash","left__talent_id","left__classification_json","left__collaborative_energy","left__community_milestones","left__interactive_entertainment","left__meme_viral","left__monetization","left__narrative_serialization","left__performance_artistry","left__personality_conversation","right__video_id","right__talent_name","right__talent_profile","right__model","right__confidence","right__title_raw","right__content_type","right__published_at","right__topic","right__format","right__language","right__is_music","right__tags","right__taxonomy_version","right__prompt_version","right__created_at","right__title_hash","right__talent_id","right__classification_json","right__collaborative_energy","right__community_milestones","right__interactive_entertainment","right__meme_viral","right__monetization","right__narrative_serialization","right__performance_artistry","right__personality_conversation"
"5ka4pz3k-xo","5ka4pz3k-xo","Katya_Sable_Variance_Project","katya_sable_variance_project","gpt-5-mini",0.45,"NOT THE CROWN!!!??","short","2026-02-16 01:09:08","comedy","short_form","en",FALSE,"reaction, clip, meme","v3","v3","2026-02-15 16:42:46","f5a16eb38aa35806","0002_katya_sable_variance_project","{""topic"":""comedy"",""format"":""short_form"",""language"":""en"",""is_music"":false,""tags"":[""reaction"",""clip"",""meme""],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":true,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":false}",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"5ka4pz3k-xo","Katya_Sable_Variance_Project","katya_sable_variance_project","gpt-5-mini",0.6,"NOT THE CROWN!!!??","short","2026-02-16 01:15:03","other","short_form","en",FALSE,"reaction, short, clip","v4","v4","2026-02-16 00:35:12","f5a16eb38aa35806","0002_katya_sable_variance_project","{""topic"":""other"",""format"":""short_form"",""language"":""en"",""is_music"":false,""tags"":[""reaction"",""short"",""clip""],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":false}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"4iFvJoIV1Mo","4iFvJoIV1Mo","Katya_Sable_Variance_Project","katya_sable_variance_project","gpt-5-mini",0.7,"ESCAPING THE DEPTHS OF NEOCITIES","live","2026-02-16 01:09:08","gaming","live_stream","en",FALSE,"gameplay, escape","v3","v3","2026-02-15 16:42:46","f5a16eb38aa35806","0002_katya_sable_variance_project","{""topic"":""gaming"",""format"":""live_stream"",""language"":""en"",""is_music"":false,""tags"":[""gameplay"",""escape""],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":true,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":false}",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"4iFvJoIV1Mo","Katya_Sable_Variance_Project","katya_sable_variance_project","gpt-5-mini",0.8,"ESCAPING THE DEPTHS OF NEOCITIES","live","2026-02-16 01:15:03","gaming","live_stream","en",FALSE,"escape, gameplay, challenge","v4","v4","2026-02-16 00:35:12","f5a16eb38aa35806","0002_katya_sable_variance_project","{""topic"":""gaming"",""format"":""live_stream"",""language"":""en"",""is_music"":false,""tags"":[""escape"",""gameplay"",""challenge""],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":true,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":false}",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"4TsQp6WfWx8","4TsQp6WfWx8","Katya_Sable_Variance_Project","katya_sable_variance_project","gpt-5-mini",0.95,"Im not a dog person, they frighten me [Rantcast]","live","2026-02-16 01:09:08","lifestyle","live_stream","en",FALSE,"rant, Rantcast, opinion","v3","v3","2026-02-15 16:42:46","f5a16eb38aa35806","0002_katya_sable_variance_project","{""topic"":""lifestyle"",""format"":""live_stream"",""language"":""en"",""is_music"":false,""tags"":[""rant"",""Rantcast"",""opinion""],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":true,""performance_artistry"":false,""personality_conversation"":true}",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"4TsQp6WfWx8","Katya_Sable_Variance_Project","katya_sable_variance_project","gpt-5-mini",0.9,"Im not a dog person, they frighten me [Rantcast]","live","2026-02-16 01:15:03","lifestyle","live_stream","en",FALSE,"rant, Rantcast, dogs","v4","v4","2026-02-16 00:35:12","f5a16eb38aa35806","0002_katya_sable_variance_project","{""topic"":""lifestyle"",""format"":""live_stream"",""language"":""en"",""is_music"":false,""tags"":[""rant"",""Rantcast"",""dogs""],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"44ILtjYDdW0","44ILtjYDdW0","Katya_Sable_Variance_Project","katya_sable_variance_project","gpt-5-mini",0.45,"Dog Slander","short","2026-02-16 01:09:08","comedy","short_form","en",FALSE,"clip, joke","v3","v3","2026-02-15 16:42:46","f5a16eb38aa35806","0002_katya_sable_variance_project","{""topic"":""comedy"",""format"":""short_form"",""language"":""en"",""is_music"":false,""tags"":[""clip"",""joke""],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":true,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":false}",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"44ILtjYDdW0","Katya_Sable_Variance_Project","katya_sable_variance_project","gpt-5-mini",0.6,"Dog Slander","short","2026-02-16 01:15:03","comedy","short_form","en",FALSE,"short, clip, absurd","v4","v4","2026-02-16 00:35:12","f5a16eb38aa35806","0002_katya_sable_variance_project","{""topic"":""comedy"",""format"":""short_form"",""language"":""en"",""is_music"":false,""tags"":[""short"",""clip"",""absurd""],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":false}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"2I4HztTU76U","2I4HztTU76U","Katya_Sable_Variance_Project","katya_sable_variance_project","gpt-5-mini",0.6,"FISTFULL OF FUN  #vtuber #vtuberclips","short","2026-02-16 01:09:08","comedy","short_form","en",FALSE,"vtuber, clip, meme","v3","v3","2026-02-15 16:42:46","f5a16eb38aa35806","0002_katya_sable_variance_project","{""topic"":""comedy"",""format"":""short_form"",""language"":""en"",""is_music"":false,""tags"":[""vtuber"",""clip"",""meme""],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":true,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":false}",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"2I4HztTU76U","Katya_Sable_Variance_Project","katya_sable_variance_project","gpt-5-mini",0.6,"FISTFULL OF FUN  #vtuber #vtuberclips","short","2026-02-16 01:15:03","comedy","short_form","en",FALSE,"vtuber, clip, short","v4","v4","2026-02-16 00:35:12","f5a16eb38aa35806","0002_katya_sable_variance_project","{""topic"":""comedy"",""format"":""short_form"",""language"":""en"",""is_music"":false,""tags"":[""vtuber"",""clip"",""short""],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":true,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":false}",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"B5H8S_BC4A0","B5H8S_BC4A0","Avaritia_Hawthorne_Variance_Project","avaritia_hawthorne_variance_project","gpt-5-mini",0.6,"making out with another vtuber","short","2026-02-16 01:08:43","comedy","short_form","en",FALSE,"vtuber, collab, kiss","v3","v3","2026-02-15 16:42:27","d2e354cb2b4933de","0001_avaritia_hawthorne_variance_project","{""topic"":""comedy"",""format"":""short_form"",""language"":""en"",""is_music"":false,""tags"":[""vtuber"",""collab"",""kiss""],""collaborative_energy"":true,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":true,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":false}",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"B5H8S_BC4A0","Avaritia_Hawthorne_Variance_Project","avaritia_hawthorne_variance_project","gpt-5-mini",0.8,"making out with another vtuber","short","2026-02-16 01:14:39","lifestyle","short_form","en",FALSE,"vtuber, collab, clickbait","v4","v4","2026-02-16 00:34:54","d2e354cb2b4933de","0001_avaritia_hawthorne_variance_project","{""topic"":""lifestyle"",""format"":""short_form"",""language"":""en"",""is_music"":false,""tags"":[""vtuber"",""collab"",""clickbait""],""collaborative_energy"":true,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":true,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":true}",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"9oAGlmwAJG0","9oAGlmwAJG0","Avaritia_Hawthorne_Variance_Project","avaritia_hawthorne_variance_project","gpt-5-mini",0.9,"NEVER FORGET DL-6<U+3010>PHOENIX WRIGHT: ACE ATTORNEY<U+3011>","live","2026-02-16 01:08:43","gaming","live_stream","en",FALSE,"phoenix_wright, ace_attorney, DL-6, gameplay","v3","v3","2026-02-15 16:42:27","d2e354cb2b4933de","0001_avaritia_hawthorne_variance_project","{""topic"":""gaming"",""format"":""live_stream"",""language"":""en"",""is_music"":false,""tags"":[""phoenix_wright"",""ace_attorney"",""DL-6"",""gameplay""],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":true,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":false}",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"9oAGlmwAJG0","Avaritia_Hawthorne_Variance_Project","avaritia_hawthorne_variance_project","gpt-5-mini",0.9,"NEVER FORGET DL-6<U+3010>PHOENIX WRIGHT: ACE ATTORNEY<U+3011>","live","2026-02-16 01:14:39","gaming","live_stream","en",FALSE,"Phoenix Wright, DL-6, playthrough","v4","v4","2026-02-16 00:34:54","d2e354cb2b4933de","0001_avaritia_hawthorne_variance_project","{""topic"":""gaming"",""format"":""live_stream"",""language"":""en"",""is_music"":false,""tags"":[""Phoenix Wright"",""DL-6"",""playthrough""],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":true,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":false}",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"3UA4FIvsRTQ","3UA4FIvsRTQ","Avaritia_Hawthorne_Variance_Project","avaritia_hawthorne_variance_project","gpt-5-mini",0.25,"Ghost","short","2026-02-16 01:08:43","other","short_form","unknown",FALSE,"one_word_title","v3","v3","2026-02-15 16:42:27","d2e354cb2b4933de","0001_avaritia_hawthorne_variance_project","{""topic"":""other"",""format"":""short_form"",""language"":""unknown"",""is_music"":false,""tags"":[""one_word_title""],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":false}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"3UA4FIvsRTQ","Avaritia_Hawthorne_Variance_Project","avaritia_hawthorne_variance_project","gpt-5-mini",0.45,"Ghost","short","2026-02-16 01:14:39","other","short_form","unknown",FALSE,"ambiguous","v4","v4","2026-02-16 00:34:54","d2e354cb2b4933de","0001_avaritia_hawthorne_variance_project","{""topic"":""other"",""format"":""short_form"",""language"":""unknown"",""is_music"":false,""tags"":[""ambiguous""],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":false}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3U-DJoj-CpY","3U-DJoj-CpY","Avaritia_Hawthorne_Variance_Project","avaritia_hawthorne_variance_project","gpt-5-mini",0.6,"Spark Again - Aimer","short","2026-02-16 01:08:43","music","short_form","other",TRUE,"song, Aimer","v3","v3","2026-02-15 16:42:27","d2e354cb2b4933de","0001_avaritia_hawthorne_variance_project","{""topic"":""music"",""format"":""short_form"",""language"":""other"",""is_music"":true,""tags"":[""song"",""Aimer""],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":true,""personality_conversation"":false}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"3U-DJoj-CpY","Avaritia_Hawthorne_Variance_Project","avaritia_hawthorne_variance_project","gpt-5-mini",0.6,"Spark Again - Aimer","short","2026-02-16 01:14:39","music","short_form","en",FALSE,"song_clip, Aimer, Spark Again","v4","v4","2026-02-16 00:34:54","d2e354cb2b4933de","0001_avaritia_hawthorne_variance_project","{""topic"":""music"",""format"":""short_form"",""language"":""en"",""is_music"":false,""tags"":[""song_clip"",""Aimer"",""Spark Again""],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":false,""personality_conversation"":false}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"-2WiOnkthek","-2WiOnkthek","Avaritia_Hawthorne_Variance_Project","avaritia_hawthorne_variance_project","gpt-5-mini",0.8,"jazz karaoke <U+0001F3B6>","live","2026-02-16 01:08:43","music","live_stream","en",TRUE,"karaoke, jazz, live","v3","v3","2026-02-15 16:42:27","d2e354cb2b4933de","0001_avaritia_hawthorne_variance_project","{""topic"":""music"",""format"":""live_stream"",""language"":""en"",""is_music"":true,""tags"":[""karaoke"",""jazz"",""live""],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":true,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":true,""personality_conversation"":false}",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"-2WiOnkthek","Avaritia_Hawthorne_Variance_Project","avaritia_hawthorne_variance_project","gpt-5-mini",0.9,"jazz karaoke <U+0001F3B6>","live","2026-02-16 01:14:39","music","live_stream","en",TRUE,"jazz, karaoke, singing","v4","v4","2026-02-16 00:34:54","d2e354cb2b4933de","0001_avaritia_hawthorne_variance_project","{""topic"":""music"",""format"":""live_stream"",""language"":""en"",""is_music"":true,""tags"":[""jazz"",""karaoke"",""singing""],""collaborative_energy"":false,""community_milestones"":false,""interactive_entertainment"":false,""meme_viral"":false,""monetization"":false,""narrative_serialization"":false,""performance_artistry"":true,""personality_conversation"":false}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
